report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	hit_run	at_fault	collision_type	weather	surface_condition	light	driver_substance_abuse	fixed_oject_struck	road_condition	lane_type	related_non_motorist	non_motorist_substance_abuse
MCP2977009Z	220048958	Montgomery County Police	Property Damage Crash	2022-11-06T12:52:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLOUDY	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9442002P	220048954	Montgomery County Police	Property Damage Crash	2022-11-06T12:30:00.000	Yes	DRIVER	SINGLE VEHICLE	OTHER	OTHER	OTHER	OTHER	GUARDRAIL OR BARRIER	OTHER	OTHER	OTHER	UNKNOWN
MCP2446005Z	220049078	Montgomery County Police	Property Damage Crash	2022-11-06T11:15:00.000	Yes	DRIVER	OTHER	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP22780040	220048945	Montgomery County Police	Injury Crash	2022-11-06T10:59:00.000	No	NONMOTORIST	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP3026008N	220048941	Montgomery County Police	Injury Crash	2022-11-06T10:39:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	WET	DAYLIGHT	NONE DETECTED	SIGN SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ78950035	220048934	Gaithersburg Police Depar	Property Damage Crash	2022-11-06T10:25:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3085003N	220048939	Montgomery County Police	Property Damage Crash	2022-11-06T10:24:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
HA24950002	22001948	Maryland-National Capital	Property Damage Crash	2022-11-06T09:56:00.000	No	UNKNOWN	HEAD ON	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9419003W	220048930	Montgomery County Police	Property Damage Crash	2022-11-06T09:53:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3026008M	220048926	Montgomery County Police	Injury Crash	2022-11-06T07:45:00.000	Yes	DRIVER	SAME DIR REAR END	RAINING	WET	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2948005S	220048918	Montgomery County Police	Property Damage Crash	2022-11-06T05:15:00.000	No	DRIVER	HEAD ON	RAINING	WET	DARK -- UNKNOWN LIGHTING	ALCOHOL CONTRIBUTED	LIGHT SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7818001Y	22004891	Gaithersburg Police Depar	Property Damage Crash	2022-11-06T04:15:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2932005M	220048915	Montgomery County Police	Injury Crash	2022-11-06T03:45:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP33070020	220048908	Montgomery County Police	Property Damage Crash	2022-11-06T02:48:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	TRAFFIC SIGNAL SUPPORT	NO DEFECTS	MEDIAN AREA	OTHER	UNKNOWN
MCP2563001J	220048900	Montgomery County Police	Fatal Crash	2022-11-06T01:49:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	TREE SHRUBBERY	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3214001S	220048889	Montgomery County Police	Property Damage Crash	2022-11-05T22:40:00.000	Yes	DRIVER	HEAD ON	OTHER	OTHER	DARK NO LIGHTS	ALCOHOL PRESENT	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP3214001R	22004887	Montgomery County Police	Property Damage Crash	2022-11-05T22:12:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	EMBANKMENT	NO DEFECTS	OTHER	OTHER	UNKNOWN
HA24830013	22001946	Maryland-National Capital	Property Damage Crash	2022-11-05T22:02:00.000	No	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32220022	220048879	Montgomery County Police	Property Damage Crash	2022-11-05T21:32:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7871005X	220048880	Gaithersburg Police Depar	Property Damage Crash	2022-11-05T21:15:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1568001K	220048867	Montgomery County Police	Injury Crash	2022-11-05T19:35:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD56070042	220048863	Rockville Police Departme	Property Damage Crash	2022-11-05T19:30:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP3134003Z	220048835	Montgomery County Police	Property Damage Crash	2022-11-05T16:22:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP12130072	220048833	Montgomery County Police	Injury Crash	2022-11-05T16:10:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3212003W	220048827	Montgomery County Police	Injury Crash	2022-11-05T15:51:00.000	No	NONMOTORIST	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
MCP3230003L	220048821	Montgomery County Police	Injury Crash	2022-11-05T15:00:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD561500DD	220048806	Rockville Police Departme	Property Damage Crash	2022-11-05T12:30:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2446005Y	220048796	Montgomery County Police	Injury Crash	2022-11-05T11:00:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2195005B	220048791	Montgomery County Police	Injury Crash	2022-11-05T10:23:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3330000M	220048788	Montgomery County Police	Injury Crash	2022-11-05T10:06:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP31650046	220048786	Montgomery County Police	Property Damage Crash	2022-11-05T10:00:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	BICYCLIST	NONE DETECTED
MCP24450042	220048784	Montgomery County Police	Property Damage Crash	2022-11-05T09:52:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2603004D	220048775	Montgomery County Police	Property Damage Crash	2022-11-05T09:05:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3075003R	220048764	Montgomery County Police	Property Damage Crash	2022-11-05T05:00:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	CURB	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3298001J	220048763	Montgomery County Police	Property Damage Crash	2022-11-05T04:56:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	LIGHT SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2385002M	220048752	Montgomery County Police	Property Damage Crash	2022-11-05T02:59:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2870002M	220048790	Montgomery County Police	Property Damage Crash	2022-11-05T02:30:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
EJ7818001X	220048747	Gaithersburg Police Depar	Property Damage Crash	2022-11-05T02:20:00.000	Yes	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK NO LIGHTS	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	ON RAMP	OTHER	UNKNOWN
MCP2351004T	220049066	Montgomery County Police	Property Damage Crash	2022-11-05T01:30:00.000	Yes	DRIVER	OTHER	CLEAR	OTHER	DARK -- UNKNOWN LIGHTING	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DM84930017	220048745	Takoma Park Police Depart	Property Damage Crash	2022-11-05T00:01:00.000	Yes	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
DM84930016	220048728	Takoma Park Police Depart	Property Damage Crash	2022-11-04T22:24:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	GUARDRAIL OR BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3230003K	220048721	Montgomery County Police	Injury Crash	2022-11-04T21:45:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2583002M	220048720	Montgomery County Police	Property Damage Crash	2022-11-04T21:25:00.000	No	UNKNOWN	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER POLE	NO DEFECTS	OFF ROAD	OTHER	UNKNOWN
MCP3126003X	220048715	Montgomery County Police	Property Damage Crash	2022-11-04T21:15:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3295002G	220048722	Montgomery County Police	Injury Crash	2022-11-04T20:50:00.000	No	DRIVER	HEAD ON	CLEAR	DRY	DARK LIGHTS ON	ALCOHOL PRESENT, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2810001Z	220048710	Montgomery County Police	Property Damage Crash	2022-11-04T20:40:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9318002J	220048699	Montgomery County Police	Injury Crash	2022-11-04T20:20:00.000	No	DRIVER	HEAD ON	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3079004N	220048698	Montgomery County Police	Property Damage Crash	2022-11-04T20:08:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2761003Z	220048693	Montgomery County Police	Injury Crash	2022-11-04T19:36:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2674003L	220048701	Montgomery County Police	Property Damage Crash	2022-11-04T19:34:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP291400D1	220048717	Montgomery County Police	Property Damage Crash	2022-11-04T19:21:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP27760044	220048692	Montgomery County Police	Property Damage Crash	2022-11-04T19:04:00.000	No	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK NO LIGHTS	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3074005D	220048686	Montgomery County Police	Property Damage Crash	2022-11-04T18:59:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK -- UNKNOWN LIGHTING	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3096003R	220048684	Montgomery County Police	Property Damage Crash	2022-11-04T18:38:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3218003D	220048674	Montgomery County Police	Property Damage Crash	2022-11-04T17:44:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DUSK	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3262002C	220048677	Montgomery County Police	Property Damage Crash	2022-11-04T17:39:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3193003W	220048665	Montgomery County Police	Property Damage Crash	2022-11-04T17:15:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP31480048	220048673	Montgomery County Police	Property Damage Crash	2022-11-04T17:13:00.000	Yes	DRIVER	SAME DIR REAR END	OTHER	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2987007F	220048658	Montgomery County Police	Property Damage Crash	2022-11-04T16:55:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2437004W	220048659	Montgomery County Police	Property Damage Crash	2022-11-04T16:15:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3096003Q	220048650	Montgomery County Police	Property Damage Crash	2022-11-04T15:54:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	MAILBOX	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2837004Q	220048636	Montgomery County Police	Property Damage Crash	2022-11-04T15:10:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2923008M	220048625	Montgomery County Police	Property Damage Crash	2022-11-04T14:17:00.000	No	DRIVER	SAME DIR REAR END	OTHER	DRY	OTHER	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2298011T	220048623	Montgomery County Police	Property Damage Crash	2022-11-04T14:15:00.000	No	DRIVER	SINGLE VEHICLE	OTHER	DRY	DAYLIGHT	NONE DETECTED	EMBANKMENT	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3339000V	220049986	Montgomery County Police	Injury Crash	2022-11-04T13:40:00.000	Yes	DRIVER	OTHER	OTHER	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	PEDESTRIAN	UNKNOWN
MCP3341000P	220048612	Montgomery County Police	Injury Crash	2022-11-04T13:30:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP24400013	220048610	Montgomery County Police	Property Damage Crash	2022-11-04T13:14:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3055003S	220048598	Montgomery County Police	Property Damage Crash	2022-11-04T12:18:00.000	No	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3048008T	220048611	Montgomery County Police	Property Damage Crash	2022-11-04T11:51:00.000	No	DRIVER	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	OTHER	SIGN SUPPORT POLE	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3280002Q	220048575	Montgomery County Police	Injury Crash	2022-11-04T10:38:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	CONCRETE TRAFFIC BARRIER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3319001H	220048574	Montgomery County Police	Property Damage Crash	2022-11-04T10:03:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
MCP3341000N	220048556	Montgomery County Police	Property Damage Crash	2022-11-04T08:40:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	FOGGY	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32640039	220049121	Montgomery County Police	Injury Crash	2022-11-04T07:15:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAWN	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2726007H	220048546	Montgomery County Police	Injury Crash	2022-11-04T05:34:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP32880028	220048543	Montgomery County Police	Injury Crash	2022-11-04T05:16:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DM8498000K	220048509	Takoma Park Police Depart	Property Damage Crash	2022-11-03T20:04:00.000	No	DRIVER	OTHER	CLEAR	DRY	DARK LIGHTS ON	UNKNOWN, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2761003Y	220048500	Montgomery County Police	Injury Crash	2022-11-03T19:18:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2927004B	220048497	Montgomery County Police	Injury Crash	2022-11-03T19:00:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	UNKNOWN, NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3051005X	220048485	Montgomery County Police	Injury Crash	2022-11-03T18:00:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2810001Y	22004878	Montgomery County Police	Injury Crash	2022-11-03T17:30:00.000	No	DRIVER	SAME DIR REAR END	OTHER	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP27900021	220048475	Montgomery County Police	Property Damage Crash	2022-11-03T17:20:00.000	No	DRIVER	SAME DIR BOTH LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3230003J	220048470	Montgomery County Police	Property Damage Crash	2022-11-03T17:10:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP27760043	220048469	Montgomery County Police	Injury Crash	2022-11-03T17:00:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	PEDESTRIAN	NONE DETECTED
DD559500C6	220048461	Rockville Police Departme	Property Damage Crash	2022-11-03T16:35:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3079004M	220048466	Montgomery County Police	Property Damage Crash	2022-11-03T15:50:00.000	Yes	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
DD5620008C	220048482	Rockville Police Departme	Property Damage Crash	2022-11-03T15:45:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP9428004X	220048437	Montgomery County Police	Injury Crash	2022-11-03T14:54:00.000	No	DRIVER	OPPOSITE DIRECTION SIDESWIPE	OTHER	DRY	DAYLIGHT	NONE DETECTED	OTHER	HOLES RUTS ETC	OTHER	OTHER	UNKNOWN
MCP3095003V	220048442	Montgomery County Police	Property Damage Crash	2022-11-03T14:53:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3064004Q	220048416	Montgomery County Police	Property Damage Crash	2022-11-03T13:15:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	CROSSOVER AREA	OTHER	UNKNOWN
DD5652001N	220048412	Rockville Police Departme	Injury Crash	2022-11-03T13:09:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	OTHER	DAYLIGHT	NONE DETECTED	OTHER	OTHER	OTHER	PEDESTRIAN	NONE DETECTED
MCP2837004P	220048408	Montgomery County Police	Property Damage Crash	2022-11-03T12:29:00.000	No	DRIVER	SAME DIRECTION LEFT TURN	OTHER	OTHER	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2837004N	220048393	Montgomery County Police	Property Damage Crash	2022-11-03T11:12:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2020000D	220048395	Montgomery County Police	Property Damage Crash	2022-11-03T10:40:00.000	No	DRIVER	OTHER	CLEAR	OTHER	DAYLIGHT	OTHER	OTHER	OTHER	OTHER	OTHER	UNKNOWN
MCP3086007H	220048386	Montgomery County Police	Property Damage Crash	2022-11-03T10:30:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2496003Q	220048382	Montgomery County Police	Property Damage Crash	2022-11-03T10:01:00.000	No	DRIVER	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	LEFT TURN LANE	OTHER	UNKNOWN
MCP3239002K	220048366	Montgomery County Police	Property Damage Crash	2022-11-03T09:02:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
HA2287000K	22001924	Maryland-National Capital	Property Damage Crash	2022-11-03T08:45:00.000	Yes	DRIVER	OTHER	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2965006F	220048368	Montgomery County Police	Property Damage Crash	2022-11-03T08:36:00.000	Yes	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP1174005N	220047123	Montgomery County Police	Property Damage Crash	2022-11-03T08:30:00.000	Yes	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	ON RAMP	OTHER	UNKNOWN
MCP3254002H	220048597	Montgomery County Police	Property Damage Crash	2022-11-03T08:05:00.000	Yes	DRIVER	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED, UNKNOWN	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3341000M	220048360	Montgomery County Police	Property Damage Crash	2022-11-03T08:01:00.000	No	DRIVER	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2753005V	220048363	Montgomery County Police	Property Damage Crash	2022-11-03T08:00:00.000	No	DRIVER	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP24400012	220048359	Montgomery County Police	Injury Crash	2022-11-03T07:43:00.000	No	DRIVER	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP2496003P	220048357	Montgomery County Police	Property Damage Crash	2022-11-03T07:32:00.000	No	DRIVER	ANGLE MEETS LEFT TURN	OTHER	WET	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3238001Y	220048361	Montgomery County Police	Property Damage Crash	2022-11-03T07:29:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	OTHER	OTHER	UNKNOWN
MCP3130005J	220048355	Montgomery County Police	Property Damage Crash	2022-11-03T07:23:00.000	No	DRIVER	SAME DIR REAR END	CLEAR	DRY	DAWN	NONE DETECTED	OTHER	NO DEFECTS	RIGHT TURN LANE	OTHER	UNKNOWN
